,activePlaceCount,birthYear,date,fc,gender,id,mda,movements,startLetter,totalWorks,url,birth.place.name,birth.place.placeName,birth.place.placeType,birth.time.startYear,death.place.name,death.place.placeName,death.place.placeType,death.time.startYear,json_path,dict,dict_sub,dict_sub_sub,file_name,activePlaces
2882,0,1858.0,1858–1907,Charles Henry Malcolm Kerr,Male,307,"Kerr, Charles Henry Malcolm",[],K,2,http://www.tate.org.uk/art/artists/charles-henry-malcolm-kerr-307,,,,1858.0,,,,1907.0,clone/artists/k/kerr-charles-henry-malcolm-307.json,clone,artists,k,kerr-charles-henry-malcolm-307.json,
2883,0,1927.0,1927–1994,Edward Kienholz,Male,3068,"Kienholz, Edward",[],K,2,http://www.tate.org.uk/art/artists/edward-kienholz-3068,"Fairfield, United States",Fairfield,inhabited_place,1927.0,"Hope, United States",Hope,inhabited_place,1994.0,clone/artists/k/kienholz-edward-3068.json,clone,artists,k,kienholz-edward-3068.json,
2884,0,1899.0,1899–1969,Kiyohiko Komura,,14424,"Komura, Kiyohiko",[],K,4,http://www.tate.org.uk/art/artists/kiyohiko-komura-14424,,,,1899.0,,,,1969.0,clone/artists/k/komura-kiyohiko-14424.json,clone,artists,k,komura-kiyohiko-14424.json,
2885,0,1907.0,1907–1965,Zoltan Kemeny,Male,1396,"Kemeny, Zoltan",[],K,4,http://www.tate.org.uk/art/artists/zoltan-kemeny-1396,"Transilvania, România",Transilvania,region,1907.0,"Zürich, Schweiz",Zürich,inhabited_place,1965.0,clone/artists/k/kemeny-zoltan-1396.json,clone,artists,k,kemeny-zoltan-1396.json,
2886,0,1925.0,1925–2004,Edward Krasinski,Male,10009,"Krasinski, Edward","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 421, 'name': 'Conceptual Art'}]",K,8,http://www.tate.org.uk/art/artists/edward-krasinski-10009,"Lutsk, Ukrayina",Lutsk,inhabited_place,1925.0,"Warszawa, Polska",Warszawa,inhabited_place,2004.0,clone/artists/k/krasinski-edward-10009.json,clone,artists,k,krasinski-edward-10009.json,
2887,0,1765.0,1765–1833,Franz Kaisermann,Male,2621,"Kaisermann, Franz",[],K,1,http://www.tate.org.uk/art/artists/franz-kaisermann-2621,"Yverdon, Schweiz",Yverdon,inhabited_place,1765.0,"Roma, Italia",Roma,inhabited_place,1833.0,clone/artists/k/kaisermann-franz-2621.json,clone,artists,k,kaisermann-franz-2621.json,
2888,0,1869.0,1869–1958,Lucy Kemp-Welch,Female,1397,"Kemp-Welch, Lucy",[],K,2,http://www.tate.org.uk/art/artists/lucy-kemp-welch-1397,"Bournemouth, United Kingdom",Bournemouth,inhabited_place,1869.0,"Watford, United Kingdom",Watford,inhabited_place,1958.0,clone/artists/k/kemp-welch-lucy-1397.json,clone,artists,k,kemp-welch-lucy-1397.json,
2889,0,1924.0,1924–1988,Charles Keeping,Male,1390,"Keeping, Charles",[],K,1,http://www.tate.org.uk/art/artists/charles-keeping-1390,"London, United Kingdom",London,inhabited_place,1924.0,,,,1988.0,clone/artists/k/keeping-charles-1390.json,clone,artists,k,keeping-charles-1390.json,
2890,1,1947.0,born 1947,Linda Karshan,Female,2734,"Karshan, Linda",[],K,6,http://www.tate.org.uk/art/artists/linda-karshan-2734,"Minneapolis, United States",Minneapolis,inhabited_place,1947.0,,,,,clone/artists/k/karshan-linda-2734.json,clone,artists,k,karshan-linda-2734.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
2891,0,1934.0,1934–2003,Bhupen Khakhar,Male,2406,"Khakhar, Bhupen",[],K,1,http://www.tate.org.uk/art/artists/bhupen-khakhar-2406,"Bombay, Bharat",Bombay,inhabited_place,1934.0,"Baroda, Bharat",Baroda,inhabited_place,2003.0,clone/artists/k/khakhar-bhupen-2406.json,clone,artists,k,khakhar-bhupen-2406.json,
2892,0,1961.0,born 1961,Guillermo Kuitca,Male,7334,"Kuitca, Guillermo",[],K,1,http://www.tate.org.uk/art/artists/guillermo-kuitca-7334,"Buenos Aires, Argentina",Buenos Aires,province,1961.0,,,,,clone/artists/k/kuitca-guillermo-7334.json,clone,artists,k,kuitca-guillermo-7334.json,
2893,0,1971.0,born 1971,Ian Kiaer,Male,6589,"Kiaer, Ian",[],K,2,http://www.tate.org.uk/art/artists/ian-kiaer-6589,"London, United Kingdom",London,inhabited_place,1971.0,,,,,clone/artists/k/kiaer-ian-6589.json,clone,artists,k,kiaer-ian-6589.json,
2894,0,1888.0,1888–1960,Eric Kennington,Male,1399,"Kennington, Eric","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 10525, 'name': 'British War Art'}]",K,15,http://www.tate.org.uk/art/artists/eric-kennington-1399,"Chelsea, United Kingdom",Chelsea,neighbourhood,1888.0,"Reading, United Kingdom",Reading,inhabited_place,1960.0,clone/artists/k/kennington-eric-1399.json,clone,artists,k,kennington-eric-1399.json,
2895,0,1892.0,1892–1962,Jacob Kramer,Male,1440,"Kramer, Jacob",[],K,4,http://www.tate.org.uk/art/artists/jacob-kramer-1440,Ukrayina,Ukrayina,nation,1892.0,,,,1962.0,clone/artists/k/kramer-jacob-1440.json,clone,artists,k,kramer-jacob-1440.json,
2896,0,1934.0,born 1934,Phillip King,Male,1411,"King, Phillip","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 433, 'name': 'New Generation Sculpture'}]",K,8,http://www.tate.org.uk/art/artists/phillip-king-1411,"Carthage, Tunis",Carthage,city,1934.0,,,,,clone/artists/k/king-phillip-1411.json,clone,artists,k,king-phillip-1411.json,
2897,0,1932.0,born 1932,Menashe Kadishman,Male,1380,"Kadishman, Menashe",[],K,41,http://www.tate.org.uk/art/artists/menashe-kadishman-1380,"Tel Aviv-Yafo, Yisra'el",Tel Aviv-Yafo,inhabited_place,1932.0,,,,,clone/artists/k/kadishman-menashe-1380.json,clone,artists,k,kadishman-menashe-1380.json,
2898,0,1897.0,1897 – 1974,Nikolai Kochergin,,17121,"Kochergin, Nikolai",[],K,1,http://www.tate.org.uk/art/artists/nikolai-kochergin-17121,,,,1897.0,,,,1974.0,clone/artists/k/kochergin-nikolai-17121.json,clone,artists,k,kochergin-nikolai-17121.json,
2899,0,1900.0,1900–1970,Clara Klinghoffer,Female,1420,"Klinghoffer, Clara",[],K,1,http://www.tate.org.uk/art/artists/clara-klinghoffer-1420,Österreich,Österreich,nation,1900.0,,,,1970.0,clone/artists/k/klinghoffer-clara-1420.json,clone,artists,k,klinghoffer-clara-1420.json,
2900,1,1913.0,born 1913,John Korner,Male,1435,"Korner, John",[],K,1,http://www.tate.org.uk/art/artists/john-korner-1435,"Morava, Ceská Republika",Morava,region,1913.0,,,,,clone/artists/k/korner-john-1435.json,clone,artists,k,korner-john-1435.json,"[{'name': 'Canada', 'placeName': 'Canada', 'placeType': 'nation'}]"
2901,0,1954.0,1954–2012,Mike Kelley,Male,6782,"Kelley, Mike",[],K,107,http://www.tate.org.uk/art/artists/mike-kelley-6782,"Detroit, United States",Detroit,inhabited_place,1954.0,"Los Angeles, United States",Los Angeles,inhabited_place,2012.0,clone/artists/k/kelley-mike-6782.json,clone,artists,k,kelley-mike-6782.json,
2902,1,1961.0,born 1961,Alan Kane,Male,7631,"Kane, Alan",[],K,2,http://www.tate.org.uk/art/artists/alan-kane-7631,"Nottingham, United Kingdom",Nottingham,inhabited_place,1961.0,,,,,clone/artists/k/kane-alan-7631.json,clone,artists,k,kane-alan-7631.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
2903,0,1600.0,1600–1652,Alexander Keirincx,Male,305,"Keirincx, Alexander","[{'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 412, 'name': 'Early Stuart'}, {'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 406, 'name': 'Netherlands-trained, working in Britain'}]",K,1,http://www.tate.org.uk/art/artists/alexander-keirincx-305,"Antwerpen, België",Antwerpen,inhabited_place,1600.0,"Amsterdam, Nederland",Amsterdam,inhabited_place,1652.0,clone/artists/k/keirincx-alexander-305.json,clone,artists,k,keirincx-alexander-305.json,
2904,0,1948.0,born 1948,Joan Key,Female,1404,"Key, Joan",[],K,1,http://www.tate.org.uk/art/artists/joan-key-1404,"Lancashire, United Kingdom",Lancashire,county,1948.0,,,,,clone/artists/k/key-joan-1404.json,clone,artists,k,key-joan-1404.json,
2905,0,1874.0,1874–1961,Harold Knight,Male,1423,"Knight, Harold",[],K,1,http://www.tate.org.uk/art/artists/harold-knight-1423,"Nottingham, United Kingdom",Nottingham,inhabited_place,1874.0,"Gloucestershire, United Kingdom",Gloucestershire,county,1961.0,clone/artists/k/knight-harold-1423.json,clone,artists,k,knight-harold-1423.json,
2906,0,1914.0,1914–1977,Mary Kessell,Female,1402,"Kessell, Mary",[],K,1,http://www.tate.org.uk/art/artists/mary-kessell-1402,"London, United Kingdom",London,inhabited_place,1914.0,,,,1977.0,clone/artists/k/kessell-mary-1402.json,clone,artists,k,kessell-mary-1402.json,
2907,0,1956.0,born 1956,Thomas Kilpper,Male,2788,"Kilpper, Thomas",[],K,22,http://www.tate.org.uk/art/artists/thomas-kilpper-2788,"Stuttgart, Deutschland",Stuttgart,inhabited_place,1956.0,,,,,clone/artists/k/kilpper-thomas-2788.json,clone,artists,k,kilpper-thomas-2788.json,
2908,0,1945.0,born 1945,Barbara Kruger,Female,1443,"Kruger, Barbara","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 421, 'name': 'Conceptual Art'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 12081, 'name': 'Feminist Art'}]",K,2,http://www.tate.org.uk/art/artists/barbara-kruger-1443,"Newark, United States",Newark,inhabited_place,1945.0,,,,,clone/artists/k/kruger-barbara-1443.json,clone,artists,k,kruger-barbara-1443.json,
2909,0,1842.0,1842–1908,John William Buxton Knight,Male,312,"Knight, John William Buxton",[],K,3,http://www.tate.org.uk/art/artists/john-william-buxton-knight-312,"Sevenoaks, United Kingdom",Sevenoaks,inhabited_place,1842.0,"Dover, United Kingdom",Dover,inhabited_place,1908.0,clone/artists/k/knight-john-william-buxton-312.json,clone,artists,k,knight-john-william-buxton-312.json,
2910,1,1969.0,born 1969,Scott King,Male,2763,"King, Scott",[],K,1,http://www.tate.org.uk/art/artists/scott-king-2763,"Goole, United Kingdom",Goole,inhabited_place,1969.0,,,,,clone/artists/k/king-scott-2763.json,clone,artists,k,king-scott-2763.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
2911,0,1930.0,born 1930,Bryan Kneale,Male,1422,"Kneale, Bryan",[],K,4,http://www.tate.org.uk/art/artists/bryan-kneale-1422,Douglas,Douglas,inhabited_place,1930.0,,,,,clone/artists/k/kneale-bryan-1422.json,clone,artists,k,kneale-bryan-1422.json,
2912,0,1910.0,1910–1962,Franz Kline,Male,1419,"Kline, Franz","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 416, 'name': 'Abstract Expressionism'}]",K,1,http://www.tate.org.uk/art/artists/franz-kline-1419,"Wilkes-Barre, United States",Wilkes-Barre,inhabited_place,1910.0,"New York, United States",New York,inhabited_place,1962.0,clone/artists/k/kline-franz-1419.json,clone,artists,k,kline-franz-1419.json,
2913,0,1941.0,1941–1999,Michael Kenny,Male,1400,"Kenny, Michael",[],K,2,http://www.tate.org.uk/art/artists/michael-kenny-1400,"Liverpool, United Kingdom",Liverpool,inhabited_place,1941.0,,,,1999.0,clone/artists/k/kenny-michael-1400.json,clone,artists,k,kenny-michael-1400.json,
2914,1,1904.0,1904–1997,Willem de Kooning,Male,1433,"Kooning, Willem de","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 416, 'name': 'Abstract Expressionism'}]",K,6,http://www.tate.org.uk/art/artists/willem-de-kooning-1433,"Rotterdam, Nederland",Rotterdam,inhabited_place,1904.0,"East Hampton, United States",East Hampton,inhabited_place,1997.0,clone/artists/k/kooning-willem-de-1433.json,clone,artists,k,kooning-willem-de-1433.json,"[{'name': 'New York, United States', 'placeName': 'New York', 'placeType': 'inhabited_place'}]"
2915,0,1900.0,1900–1969,Eve Kirk,Female,1415,"Kirk, Eve",[],K,1,http://www.tate.org.uk/art/artists/eve-kirk-1415,"London, United Kingdom",London,inhabited_place,1900.0,,,,1969.0,clone/artists/k/kirk-eve-1415.json,clone,artists,k,kirk-eve-1415.json,
2916,1,1871.0,1871–1957,Frantisek Kupka,Male,1449,"Kupka, Frantisek",[],K,1,http://www.tate.org.uk/art/artists/frantisek-kupka-1449,"Opocno, Ceská Republika",Opocno,inhabited_place,1871.0,"Puteaux, France",Puteaux,inhabited_place,1957.0,clone/artists/k/kupka-frantisek-1449.json,clone,artists,k,kupka-frantisek-1449.json,"[{'name': 'France', 'placeName': 'France', 'placeType': 'nation'}]"
2917,0,1926.0,1926–1988,Peter Kinley,Male,1413,"Kinley, Peter",[],K,8,http://www.tate.org.uk/art/artists/peter-kinley-1413,"Wien, Österreich",Wien,inhabited_place,1926.0,,,,1988.0,clone/artists/k/kinley-peter-1413.json,clone,artists,k,kinley-peter-1413.json,
2918,0,1949.0,born 1949,Robert Kushner,Male,1450,"Kushner, Robert",[],K,1,http://www.tate.org.uk/art/artists/robert-kushner-1450,"Pasedena, United States",Pasedena,inhabited_place,1949.0,,,,,clone/artists/k/kushner-robert-1450.json,clone,artists,k,kushner-robert-1450.json,
2919,0,1878.0,1878–1947,"Lady Kennet (Kathleen, Lady Scott, Kathleen Hilton Young)",Female,1398,"Kennet, Lady",[],K,1,http://www.tate.org.uk/art/artists/lady-kennet-kathleen-lady-scott-kathleen-hilton-young-1398,"Nottinghamshire, United Kingdom",Nottinghamshire,county,1878.0,,,,1947.0,clone/artists/k/kennet-lady-1398.json,clone,artists,k,kennet-lady-1398.json,
2920,0,1951.0,born 1951,Astrid Klein,Female,2210,"Klein, Astrid",[],K,1,http://www.tate.org.uk/art/artists/astrid-klein-2210,"Köln, Deutschland",Köln,inhabited_place,1951.0,,,,,clone/artists/k/klein-astrid-2210.json,clone,artists,k,klein-astrid-2210.json,
2921,0,1807.0,active 1807–1828,W. Kinnard,Male,2435,"Kinnard, W.",[],K,1,http://www.tate.org.uk/art/artists/w-kinnard-2435,,,,1807.0,,,,1828.0,clone/artists/k/kinnard-w-2435.json,clone,artists,k,kinnard-w-2435.json,
2922,0,1919.0,1919–1980,Heinz Koppel,Male,1434,"Koppel, Heinz",[],K,2,http://www.tate.org.uk/art/artists/heinz-koppel-1434,"Berlin, Deutschland",Berlin,inhabited_place,1919.0,,,,1980.0,clone/artists/k/koppel-heinz-1434.json,clone,artists,k,koppel-heinz-1434.json,
2923,0,1955.0,born 1955,Jeff Koons,Male,2368,"Koons, Jeff","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 1678, 'name': 'Neo-Geo'}]",K,21,http://www.tate.org.uk/art/artists/jeff-koons-2368,"York, United States",York,inhabited_place,1955.0,,,,,clone/artists/k/koons-jeff-2368.json,clone,artists,k,koons-jeff-2368.json,
2924,0,1925.0,born 1925,Harry Kramer,Male,1439,"Kramer, Harry",[],K,2,http://www.tate.org.uk/art/artists/harry-kramer-1439,"Lingen, Deutschland",Lingen,inhabited_place,1925.0,,,,,clone/artists/k/kramer-harry-1439.json,clone,artists,k,kramer-harry-1439.json,
2925,0,1939.0,1939–2007,Július Koller,Male,10345,"Koller, Július","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 436, 'name': 'Performance Art'}]",K,20,http://www.tate.org.uk/art/artists/julius-koller-10345,"Pieštany, Slovenská Republika",Pieštany,inhabited_place,1939.0,"Bratislava, Slovenská Republika",Bratislava,inhabited_place,2007.0,clone/artists/k/koller-julius-10345.json,clone,artists,k,koller-julius-10345.json,
2926,0,1829.0,1829–1897,Charles Parsons Knight,Male,311,"Knight, Charles Parsons",[],K,1,http://www.tate.org.uk/art/artists/charles-parsons-knight-311,,,,1829.0,,,,1897.0,clone/artists/k/knight-charles-parsons-311.json,clone,artists,k,knight-charles-parsons-311.json,
2927,0,1879.0,1879–1940,Paul Klee,Male,1417,"Klee, Paul","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 294, 'name': 'Bauhaus'}]",K,10,http://www.tate.org.uk/art/artists/paul-klee-1417,"Münchenbuchsee, Schweiz",Münchenbuchsee,inhabited_place,1879.0,,,,1940.0,clone/artists/k/klee-paul-1417.json,clone,artists,k,klee-paul-1417.json,
2928,0,1855.0,1855–1924,John Henry Yeend King,Male,309,"King, John Henry Yeend",[],K,1,http://www.tate.org.uk/art/artists/john-henry-yeend-king-309,"London, United Kingdom",London,inhabited_place,1855.0,"London, United Kingdom",London,inhabited_place,1924.0,clone/artists/k/king-john-henry-yeend-309.json,clone,artists,k,king-john-henry-yeend-309.json,
2929,0,1955.0,born 1955,William Kentridge,Male,2680,"Kentridge, William",[],K,20,http://www.tate.org.uk/art/artists/william-kentridge-2680,"Johannesburg, South Africa",Johannesburg,inhabited_place,1955.0,,,,,clone/artists/k/kentridge-william-2680.json,clone,artists,k,kentridge-william-2680.json,
2930,0,1967.0,1967–1997,Jochen Klein,Male,2764,"Klein, Jochen",[],K,1,http://www.tate.org.uk/art/artists/jochen-klein-2764,,,,1967.0,,,,1997.0,clone/artists/k/klein-jochen-2764.json,clone,artists,k,klein-jochen-2764.json,
2931,0,1854.0,1854–1921,Isidor Kaufmann,Male,1388,"Kaufmann, Isidor",[],K,1,http://www.tate.org.uk/art/artists/isidor-kaufmann-1388,"Arad, România",Arad,inhabited_place,1854.0,"Wien, Österreich",Wien,inhabited_place,1921.0,clone/artists/k/kaufmann-isidor-1388.json,clone,artists,k,kaufmann-isidor-1388.json,
2932,1,1946.0,born 1946,Gulsun Karamustafa,Female,15930,"Karamustafa, Gulsun",[],K,1,http://www.tate.org.uk/art/artists/gulsun-karamustafa-15930,Türkiye,Türkiye,nation,1946.0,,,,,clone/artists/k/karamustafa-gulsun-15930.json,clone,artists,k,karamustafa-gulsun-15930.json,"[{'name': 'Istanbul', 'placeName': 'Istanbul', 'placeType': 'inhabited_place'}]"
2933,2,1741.0,1741–1807,Angelica Kauffman,Female,303,"Kauffman, Angelica","[{'era': {'id': 290, 'name': '18th century'}, 'id': 344, 'name': 'Neo-Classicism'}]",K,2,http://www.tate.org.uk/art/artists/angelica-kauffman-303,"Chur, Schweiz",Chur,inhabited_place,1741.0,"Roma, Italia",Roma,inhabited_place,1807.0,clone/artists/k/kauffman-angelica-303.json,clone,artists,k,kauffman-angelica-303.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}, {'name': 'Italia', 'placeName': 'Italia', 'placeType': 'nation'}]"
2934,0,1967.0,born 1967,Koo Jeong-A,Female,10562,"Koo, Jeong-A",[],K,1,http://www.tate.org.uk/art/artists/koo-jeong-a-10562,Taehan Min'guk,Taehan Min'guk,nation,1967.0,,,,,clone/artists/k/koo-jeong-a-10562.json,clone,artists,k,koo-jeong-a-10562.json,
2935,1,1936.0,born 1936,Jannis Kounellis,Male,1438,"Kounellis, Jannis","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 418, 'name': 'Arte Povera'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 436, 'name': 'Performance Art'}]",K,33,http://www.tate.org.uk/art/artists/jannis-kounellis-1438,"Piraiévs, Ellás",Piraiévs,inhabited_place,1936.0,,,,,clone/artists/k/kounellis-jannis-1438.json,clone,artists,k,kounellis-jannis-1438.json,"[{'name': 'Roma, Italia', 'placeName': 'Roma', 'placeType': 'inhabited_place'}]"
2936,1,1932.0,born 1932,Oleg Kudryashov,Male,1445,"Kudryashov, Oleg",[],K,2,http://www.tate.org.uk/art/artists/oleg-kudryashov-1445,"Moskva, Rossiya",Moskva,inhabited_place,1932.0,,,,,clone/artists/k/kudryashov-oleg-1445.json,clone,artists,k,kudryashov-oleg-1445.json,"[{'name': 'Great Britain, United Kingdom', 'placeName': 'Great Britain', 'placeType': 'island'}]"
2937,0,1748.0,1748–1828,Thomas Kerrich,Male,7945,"Kerrich, Thomas",[],K,11,http://www.tate.org.uk/art/artists/thomas-kerrich-7945,,,,1748.0,,,,1828.0,clone/artists/k/kerrich-thomas-7945.json,clone,artists,k,kerrich-thomas-7945.json,
2938,0,1969.0,born 1969,Bharti Kher,Female,14889,"Kher, Bharti",[],K,1,http://www.tate.org.uk/art/artists/bharti-kher-14889,"London, United Kingdom",London,inhabited_place,1969.0,,,,,clone/artists/k/kher-bharti-14889.json,clone,artists,k,kher-bharti-14889.json,
2939,0,1927.0,born 1927,Alex Katz,Male,1386,"Katz, Alex",[],K,29,http://www.tate.org.uk/art/artists/alex-katz-1386,"Brooklyn, United States",Brooklyn,city,1927.0,,,,,clone/artists/k/katz-alex-1386.json,clone,artists,k,katz-alex-1386.json,
2940,0,1891.0,1891 – 1967,Vladimir Kozlinsky,,17127,"Kozlinsky, Vladimir",[],K,1,http://www.tate.org.uk/art/artists/vladimir-kozlinsky-17127,,,,1891.0,,,,1967.0,clone/artists/k/kozlinsky-vladimir-17127.json,clone,artists,k,kozlinsky-vladimir-17127.json,
2941,0,1926.0,born 1926,Eleanor Koch,Female,1427,"Koch, Eleanor",[],K,1,http://www.tate.org.uk/art/artists/eleanor-koch-1427,,,,1926.0,,,,,clone/artists/k/koch-eleanor-1427.json,clone,artists,k,koch-eleanor-1427.json,
2942,0,1930.0,born 1930,Mauro Kunst,Male,1448,"Kunst, Mauro",[],K,6,http://www.tate.org.uk/art/artists/mauro-kunst-1448,"São Paulo, Brasil",São Paulo,inhabited_place,1930.0,,,,,clone/artists/k/kunst-mauro-1448.json,clone,artists,k,kunst-mauro-1448.json,
2943,0,1921.0,1921–2001,Shozo Kitadai,Male,16033,"Kitadai, Shozo",[],K,10,http://www.tate.org.uk/art/artists/shozo-kitadai-16033,,,,1921.0,,,,2001.0,clone/artists/k/kitadai-shozo-16033.json,clone,artists,k,kitadai-shozo-16033.json,
2944,0,1945.0,born 1945,Joseph Kosuth,Male,1437,"Kosuth, Joseph","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 421, 'name': 'Conceptual Art'}]",K,3,http://www.tate.org.uk/art/artists/joseph-kosuth-1437,"Toledo, United States",Toledo,inhabited_place,1945.0,,,,,clone/artists/k/kosuth-joseph-1437.json,clone,artists,k,kosuth-joseph-1437.json,
2945,1,1977.0,born 1977,Terence Koh,Male,10838,"Koh, Terence",[],K,1,http://www.tate.org.uk/art/artists/terence-koh-10838,"Beijing, Zhonghua",Beijing,inhabited_place,1977.0,,,,,clone/artists/k/koh-terence-10838.json,clone,artists,k,koh-terence-10838.json,"[{'name': 'New York, United States', 'placeName': 'New York', 'placeType': 'state'}]"
2946,0,1646.0,1646–1723,Sir Godfrey Kneller,Male,310,"Kneller, Sir Godfrey","[{'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 413, 'name': 'Later Stuart'}, {'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 406, 'name': 'Netherlands-trained, working in Britain'}]",K,8,http://www.tate.org.uk/art/artists/sir-godfrey-kneller-310,"Lübeck, Deutschland",Lübeck,inhabited_place,1646.0,"London, United Kingdom",London,inhabited_place,1723.0,clone/artists/k/kneller-sir-godfrey-310.json,clone,artists,k,kneller-sir-godfrey-310.json,
2947,0,1879.0,1879–1972,Sir Gerald Kelly,Male,1394,"Kelly, Sir Gerald",[],K,7,http://www.tate.org.uk/art/artists/sir-gerald-kelly-1394,"London, United Kingdom",London,inhabited_place,1879.0,,,,1972.0,clone/artists/k/kelly-sir-gerald-1394.json,clone,artists,k,kelly-sir-gerald-1394.json,
2948,0,1880.0,1880–1938,Ernst Ludwig Kirchner,Male,1414,"Kirchner, Ernst Ludwig","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 296, 'name': 'Brücke'}]",K,1,http://www.tate.org.uk/art/artists/ernst-ludwig-kirchner-1414,"Aschaffenburg, Deutschland",Aschaffenburg,inhabited_place,1880.0,"Frauenkirch, Schweiz",Frauenkirch,inhabited_place,1938.0,clone/artists/k/kirchner-ernst-ludwig-1414.json,clone,artists,k,kirchner-ernst-ludwig-1414.json,
2949,0,1905.0,1905–1998,Morris Kestelman,Male,1403,"Kestelman, Morris",[],K,1,http://www.tate.org.uk/art/artists/morris-kestelman-1403,"London, United Kingdom",London,inhabited_place,1905.0,,,,1998.0,clone/artists/k/kestelman-morris-1403.json,clone,artists,k,kestelman-morris-1403.json,
2950,1,1945.0,"born 1945, born 1947",KwieKulik (Przemyslaw Kwiek & Zofia Kulik),,10957,KwieKulik,[],K,1,http://www.tate.org.uk/art/artists/kwiekulik-przemyslaw-kwiek-zofia-kulik-10957,,,,1945.0,,,,,clone/artists/k/kwiekulik-10957.json,clone,artists,k,kwiekulik-10957.json,"[{'name': 'Polska', 'placeName': 'Polska', 'placeType': 'nation'}]"
2951,0,1856.0,1856–1916,Thomas Benjamin Kennington,Male,306,"Kennington, Thomas Benjamin","[{'era': {'id': 350, 'name': '19th century'}, 'id': 8064, 'name': 'Victorian/Genre'}]",K,1,http://www.tate.org.uk/art/artists/thomas-benjamin-kennington-306,"Grimsby, United Kingdom",Grimsby,inhabited_place,1856.0,"London, United Kingdom",London,inhabited_place,1916.0,clone/artists/k/kennington-thomas-benjamin-306.json,clone,artists,k,kennington-thomas-benjamin-306.json,
2952,0,1953.0,1953–1997,Martin Kippenberger,Male,6711,"Kippenberger, Martin",[],K,109,http://www.tate.org.uk/art/artists/martin-kippenberger-6711,"Dortmund, Deutschland",Dortmund,inhabited_place,1953.0,"Wien, Österreich",Wien,inhabited_place,1997.0,clone/artists/k/kippenberger-martin-6711.json,clone,artists,k,kippenberger-martin-6711.json,
2953,0,1938.0,born 1938,Per Kirkeby,Male,2238,"Kirkeby, Per",[],K,56,http://www.tate.org.uk/art/artists/per-kirkeby-2238,"København, Danmark",København,inhabited_place,1938.0,,,,,clone/artists/k/kirkeby-per-2238.json,clone,artists,k,kirkeby-per-2238.json,
2954,0,1956.0,born 1956,Roi Kuper,Male,2784,"Kuper, Roi",[],K,8,http://www.tate.org.uk/art/artists/roi-kuper-2784,Yisra'el,Yisra'el,nation,1956.0,,,,,clone/artists/k/kuper-roi-2784.json,clone,artists,k,kuper-roi-2784.json,
2955,0,1970.0,born 1970,Gabriel Kuri,Male,10169,"Kuri, Gabriel",[],K,1,http://www.tate.org.uk/art/artists/gabriel-kuri-10169,México,México,nation,1970.0,,,,,clone/artists/k/kuri-gabriel-10169.json,clone,artists,k,kuri-gabriel-10169.json,
2956,0,1929.0,born 1929,Yayoi Kusama,Female,8094,"Kusama, Yayoi",[],K,1,http://www.tate.org.uk/art/artists/yayoi-kusama-8094,"Matsumoto, Nihon",Matsumoto,inhabited_place,1929.0,,,,,clone/artists/k/kusama-yayoi-8094.json,clone,artists,k,kusama-yayoi-8094.json,
2957,2,1938.0,born 1938,Wojciech Krzywoblocki,Male,1444,"Krzywoblocki, Wojciech",[],K,1,http://www.tate.org.uk/art/artists/wojciech-krzywoblocki-1444,"L'viv, Ukrayina",L'viv,province,1938.0,,,,,clone/artists/k/krzywoblocki-wojciech-1444.json,clone,artists,k,krzywoblocki-wojciech-1444.json,"[{'name': 'Kraków, Polska', 'placeName': 'Kraków', 'placeType': 'province'}, {'name': 'Wien, Österreich', 'placeName': 'Wien', 'placeType': 'state'}]"
2958,0,1785.0,1785–1859,John Baverstock Knight,Male,313,"Knight, John Baverstock",[],K,3,http://www.tate.org.uk/art/artists/john-baverstock-knight-313,"Dorset, United Kingdom",Dorset,county,1785.0,"Dorset, United Kingdom",Dorset,county,1859.0,clone/artists/k/knight-john-baverstock-313.json,clone,artists,k,knight-john-baverstock-313.json,
